name,district,party,age,www,education,segment,oik,imp,lib,vih
Juha Mustonen,Savo-Karjala,Keskusta,57,http://www.juhamustonen.net,Lääketieteen tohtori,Kansalliskonservatiivit,0.363417415,-0.673549437,-1.057240251,0.105498057
Anna Olkkonen,Savo-Karjala,Keskusta,55,http://www.annaolkkonen.fi,Terveydenhuollon lisensiaatti,Kansalliskonservatiivit,0.203833836,-0.136800663,-0.463867613,-1.267880588
Juho Pahajoki,Savo-Karjala,Keskusta,32,http://www.juhopahajoki.net,filosofian maisteri,Kansalliskonservatiivit,0.018144343,-0.40336191,0.44135649,-1.103565443
Markku Rossi,Savo-Karjala,Keskusta,59,http://www.markkurossi.net,Yo-merkonomi,Kansalliskonservatiivit,0.664954796,-0.19345895,-1.082586972,-0.065229151
Nelli Berg-Väänänen,Savo-Karjala,Kokoomus,29,http://www.nelli2015.fi,Sairaanhoitaja &amk YAMK & opiskelija,Oikeisto,1.026689084,-0.56182499,0.061831749,-0.668440723
Markku Eestilä,Savo-Karjala,Kokoomus,58,http://www.eestila.fi/,eläinlääketieteen lisensiaatti & eläinlääkäri,Oikeisto,1.312558935,-0.080838667,0.083277492,-0.684954087
Jenna Hattunen,Savo-Karjala,Kokoomus,24,http://www.jennahattunen.com,Hallintotieteiden yo,Oikeisto,1.409677162,-0.218571164,0.614442781,0.209295572
Anne Help,Savo-Karjala,Kokoomus,41,,Korkeakoulu,Oikeisto,1.297092642,-0.164533063,0.303913925,0.039653412
Heli Hjälm,Savo-Karjala,Kokoomus,48,http://www.helihjalm.fi,Kasvatustieteen lisensiaatti,Oikeisto,1.019397739,0.251761555,0.452768072,-0.026774574
Maarita Mannelin,Savo-Karjala,Kokoomus,47,http://www.maaritamannelin.fi,Kasvatustieteen maisteri & yo-merkonomi ulkomaankaupanlinja,Oikeisto,1.283304433,-1.025044094,0.272481679,-0.048374667
Miika Mutanen,Savo-Karjala,Kokoomus,35,http://www.miikamutanen.fi,,Oikeisto,0.908047443,-0.212624028,0.175431105,-0.113770728
Merja Oksman,Savo-Karjala,Kokoomus,58,http://www.merjaoksman.fi,Opistotaso,Oikeisto,1.380032792,-1.084547617,0.249747741,-0.578445915
Sakari Pääkkö,Savo-Karjala,Kokoomus,20,http://www.sakaripaakko.fi,Ylioppilas,Oikeisto,0.969800047,-0.951440239,0.955684379,-0.329694234
Pekka Ravi,Savo-Karjala,Kokoomus,65,http://www.pekkaravi.fi,Peruskoulun opettaja & HuK,Oikeisto,1.368284959,-0.522991001,-0.733602173,-0.459118623
Markko Rothström,Savo-Karjala,Kokoomus,47,http://markkorothstrom.fi,yrittäjä &  tj,Oikeisto,1.208676842,-0.257984971,-0.361719595,-1.488049191
Jukka Savolainen,Savo-Karjala,Kokoomus,49,http://www.jukkasavolainen.fi,AMK,Oikeisto,0.97915529,0.065802812,0.609130629,-0.968985896
Aulikki Sihvonen,Savo-Karjala,Kokoomus,51,http://www.aulikki.fi,ylioppilas & opistotaso,Oikeisto,0.750505639,-0.322916667,0.025872479,-0.148780274
Anssi Törmälä,Savo-Karjala,Kokoomus,35,http://www.anssitormala.fi,Hallintotieteiden ja teologian maisteri,Oikeisto,1.557154538,-0.394733109,0.267459203,-0.403671705
Reima Kultalahti,Savo-Karjala,Muutos 2011,48,http://www,merkonomi / automaalari,Kansalliskonservatiivit,-0.053695561,2.349135851,-0.514749579,-2.140735046
Ari Kaunisaho,Savo-Karjala,Perussuomalaiset,40,http://www.arikaunisaho.blogspot.fi,ammattikorkeakoulu,Oikeisto,1.062120525,-0.080781842,0.077271014,-0.472791556
Kimmo Kivelä,Savo-Karjala,Perussuomalaiset,53,http://www.kimmokivela.fi,Ylempi korkeakoulututkinto teologian maisteri,Kansalliskonservatiivit,-0.222331381,1.810658718,-1.454357501,-1.363643329
Jani Kolehmainen,Savo-Karjala,Perussuomalaiset,38,http://www.putkijani.com,Keski-aste,Kansalliskonservatiivit,-0.145344583,1.921791503,-0.292177576,-2.045492378
Sirpa Kulin,Savo-Karjala,Perussuomalaiset,57,http://www.sirpakulin.net/,,Kansalliskonservatiivit,-0.754468842,2.010441293,-1.394465942,-0.405299782
Marjaana Mikkonen,Savo-Karjala,Perussuomalaiset,44,http://www.marjaanamikkonen.fi,Ammattikorkeakoulu,Kansalliskonservatiivit,-0.502360355,1.825111997,-0.244584295,-0.870792439
Pentti Oinonen,Savo-Karjala,Perussuomalaiset,62,http://www.penttioinonen.fi,Ammattikoulutus,Kansalliskonservatiivit,0.240046916,2.069424801,-0.96160897,-1.743373535
Pasi Paananen,Savo-Karjala,Perussuomalaiset,50,http://pasipaananen.net,ylempi korkea-aste,Kansalliskonservatiivit,1.075334098,1.446765541,-0.590111573,-1.141040917
Sanna Antikainen,Savo-Karjala,Perussuomalaiset,26,http://www.antikainensanna.fi,Ammattiopisto & lähihoitaja,Kansalliskonservatiivit,-0.306091483,1.346453743,0.142727329,-0.951490001
Osmo Kokko,Savo-Karjala,Perussuomalaiset,60,http://www.osmokokko.fi,Kansa/kansalaiskoulu & bensiininmyyjän ja levyseppähitsaajan ammattitutkinto,Kansalliskonservatiivit,0.165086657,1.133901741,-0.764405819,-0.861562484
Kari Kulmala,Savo-Karjala,Perussuomalaiset,49,http://www.karikulmala.fi,Ammattikorkeakoulu & yliopistossa opiskelijana,Kansalliskonservatiivit,0.395552155,0.10183147,-0.373067737,-1.123717462
Jussi Wihonen,Savo-Karjala,Perussuomalaiset,52,http://www.wihonen.fi,Yliopisto,Kansalliskonservatiivit,0.891832107,0.890051686,0.473142828,-0.23951629
Eero Bogdanoff,Savo-Karjala,Perussuomalaiset,59,,Ammattikoulu  &palo-opisto,Kansalliskonservatiivit,-0.059832112,1.585038709,-0.984486355,-0.637772105
Mia Hahtala,Savo-Karjala,SDP,42,http://www.miahahtala.fi,Terveystieteiden maisteri & sairaanhoitaja,Viherliberaalit,-1.157493243,-0.049743329,1.084874113,0.979864863
Pentti Hartikainen,Savo-Karjala,SDP,52,http://www.penttihartikainen.fi,Ammatillinen & erikoisammattitutkinto,Demarit,-0.422695076,-0.085439687,-1.095376604,0.238232829
Timo Haverinen,Savo-Karjala,SDP,50,http://www.timohaverinen.fi,peruskoulu/ammattikoulu,Demarit,-0.903137327,0.002156599,0.762266092,-0.450498282
Mari Huohvanainen,Savo-Karjala,SDP,39,http://www.marihuohvanainen.fi,toinen aste,Demarit,-0.897706706,0.674514365,-0.050083414,0.100879271
Jaakko Ikonen,Savo-Karjala,SDP,32,http://www.jaakkoikonen.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.228211799,0.466685454,-0.952501713,-0.421311642
Jaakko Kosunen,Savo-Karjala,SDP,59,http://www.jaakkokosunen.fi,,Viherliberaalit,-0.403659244,-0.718635782,-0.141363441,0.625465226
Jukka Kotimäki,Savo-Karjala,SDP,59,http://wwwjukkakotimaki.fi,ylempi korkeakoulututkinto & oikeustieteen maisteri,Kansalliskonservatiivit,-0.495507484,0.912460156,-1.813399697,-0.493178109
Ari Marjeta,Savo-Karjala,SDP,55,http://www.arimarjeta.fi,Ylempi korkeakoulututkinto,Demarit,-1.10363009,-0.983720252,-0.645649762,0.846889235
Jouni Martiskin,Savo-Karjala,SDP,49,http://www.jounimartiskin.ehdolla.fi,Tekninen oppilaitos & rakennusmestari,Demarit,-1.194477207,0.560194114,0.601386271,-0.289164579
Riitta Myller,Savo-Karjala,SDP,58,http://www.riittamyller.fi,Ylempi korkeakoulututkinto,Vihervasemmisto,-1.405337464,-1.122360698,-0.424336162,1.275229856
Merja Mäkisalo-Ropponen,Savo-Karjala,SDP,56,http://www.merjamakisalo.fi,sairaanhoitaja & terveystieteiden tohtori,Demarit,-0.970645768,-0.116063529,-1.783569007,0.220444998
Armi Rautavuori,Savo-Karjala,SDP,59,,Ylempi korkeakoulututkinto,Demarit,-1.046091268,-0.659432793,-0.465861951,0.884903647
Eveliina Reponen,Savo-Karjala,SDP,26,http://www.eveliinareponen.fi,HuK & maisteriopiskelija,Vihervasemmisto,-1.458589155,-0.605002737,-0.203252749,1.181027545
Timo Suhonen,Savo-Karjala,SDP,40,http://www.timosuhonen.fi,Ammattikoulu.,Demarit,-0.652014016,0.76767389,0.1738432,-1.520103546
Tuula Väätäinen,Savo-Karjala,SDP,59,http://www.tuulavaatainen.fi,Keskiaste,Demarit,-0.545485701,-0.862654014,-0.711625681,0.42215411
Kati Åhman,Savo-Karjala,SDP,46,http://www,Opistotason koulutus,Kansalliskonservatiivit,-0.449214569,0.270752449,-0.302122181,-1.118112914
Toni Kallioinen,Savo-Karjala,SKP,27,https://tonikallioinen.wordpress.com/,Fil. yo,Vihervasemmisto,-1.61867235,-0.401309915,0.652337385,1.59684422
Susanna Rissanen,Savo-Karjala,SKP,31,https://susannarissanen.wordpress.com/,YTK,Vihervasemmisto,-1.640071842,0.29615815,0.158265936,1.2210057
Ako Nyman,Savo-Karjala,SKP,26,,Ylioppilas,Vihervasemmisto,-1.256604832,0.877003941,0.405883091,0.973599426
Alia Dannenberg,Savo-Karjala,Vasemmistoliitto,40,http://www.dannenberg.fi/alia,Filosofian tohtori,Vihervasemmisto,-1.511538676,-0.804988454,0.27418188,1.422272646
Marko Haakana,Savo-Karjala,Vasemmistoliitto,47,http://www.ehdokas.vasemmisto.fi/markohaakana,alempi korkeakoulututkinto,Vihervasemmisto,-1.639569294,-0.894219193,-0.130815791,1.405952947
Anni Järvinen,Savo-Karjala,Vasemmistoliitto,32,http://www.annijarvinen.net,korkeakoulu,Vihervasemmisto,-1.606562438,-0.003423515,0.919628809,1.462452715
Joni Orava,Savo-Karjala,Vasemmistoliitto,37,http://ehdokas.vasemmisto.fi/joniorava/,Filosofian tohtori,Vihervasemmisto,-1.664414918,-0.254066499,0.077615127,1.263672283
Antti Saarelainen,Savo-Karjala,Vasemmistoliitto,25,http://www.anttisaarelainen.net,Yhteiskuntatieteiden ylioppilas & suurtalouskokki,Vihervasemmisto,-1.484886591,-0.483017694,0.793000177,1.45833576
Kaisa Korhonen,Savo-Karjala,Vasemmistoliitto,50,http://kaisa.vas.fi/,VTM & opettaja,Vihervasemmisto,-1.583117056,-0.52945967,0.345409384,1.216609954
Ville Kuivalainen,Savo-Karjala,Vasemmistoliitto,43,,ammatillinen koulutus / yrittäjätutkinto,Kansalliskonservatiivit,0.215099064,1.663422492,-0.816606201,-0.852287148
Matti Matikainen,Savo-Karjala,Vasemmistoliitto,68,,Ylempi korkeakoulututkinto,Demarit,-1.459447162,-0.072999986,0.356263037,-0.237113214
Rauno Pikkarainen,Savo-Karjala,Vasemmistoliitto,49,,ammattikoulu,Demarit,-1.38931918,0.599699134,-0.874092649,-0.861227097
Kirsti Puurunen,Savo-Karjala,Vasemmistoliitto,60,http://www.kirstipuurunen.fi,alempi korkeakoulututkinto,Demarit,-1.438650369,0.28714051,-0.414292999,-0.354998662
Matti Semi,Savo-Karjala,Vasemmistoliitto,58,http://www.mattisemi.fi,lukio,Kansalliskonservatiivit,-0.161077558,0.529757884,-0.438452608,-0.740632942
Krista Mikkonen,Savo-Karjala,Vihreät,42,http://www.kristamikkonen.fi,FM,Viherliberaalit,-0.627990297,-1.132643805,0.291985453,1.361021784
Elsi Kauppinen,Savo-Karjala,Vihreät,32,http://elsikauppinen.com/,Biologian tohtori,Demarit,-0.286913568,-0.418071396,1.389310773,-0.58268895
Harri Hölttä,Savo-Karjala,Vihreät,39,http://www.harriholtta.fi,FM,Viherliberaalit,-0.549548859,-0.845487644,-0.23869303,0.994143542
Päivi Ikonen,Savo-Karjala,Vihreät,53,http://www.ehdokkaat.vihreat.fi/paivi.ikonen,KM,Viherliberaalit,0.075907769,-0.840753821,1.266632656,0.951950471
Veera Willman,Savo-Karjala,Vihreät,26,http://www.veerawillman.fi,Yhteiskuntatieteiden maisteri,Viherliberaalit,-0.207561476,-1.322351916,0.558805616,1.109937918
Anne Roponen,Savo-Karjala,Vihreät,52,http://www.anneroponen.fi,Yhteiskuntatieteiden maisteri,Viherliberaalit,-0.576751093,-0.584779219,0.100826629,1.192330824
Elina Hietanen,Savo-Karjala,Vihreät,21,http://www.elinahietanen.fi,Ylioppilas,Vihervasemmisto,-1.114497036,-0.894635011,0.754085812,1.493229894
Anne Paulo-Tuovinen,Savo-Karjala,Vihreät,54,http://www.annepaulotuovinen.fi,psykologian maisteri,Vihervasemmisto,-1.150662529,-1.19824655,-0.265124479,1.418426826
Liisa Pietikäinen,Savo-Karjala,Vihreät,,,Ylempi korkeakoulututkinto,Viherliberaalit,-0.29049062,-0.600053975,-0.758511368,0.754367275
Kim Tamio,Savo-Karjala,Vihreät,25,http://www.tamio.fi,Kauppatieteiden ylioppilas,Viherliberaalit,-0.678185996,-0.679461346,1.60725298,1.566386698
Antti Loimalahti,Savo-Karjala,Vihreät,46,http://www.anttiloimalahti.fi,korekakoulututkinto,Viherliberaalit,0.090371456,-0.846512333,-0.205269156,0.883012727
Lea Ahonen,Uusimaa,Kristillisdemokraatit,65,,fil.kand.,Oikeisto,1.38008428,0.12177966,-0.397701018,-0.586177323
Urpo Andström,Uusimaa,Kristillisdemokraatit,59,http://www.upaandstrom.wordpress.com,2 aste,Kansalliskonservatiivit,-0.000750358,0.781769447,-1.567397462,-0.352569014
Kristiina Drotár,Uusimaa,Kristillisdemokraatit,61,http://www.kristiinadrotar.com/,KTM,Kansalliskonservatiivit,0.767123252,-0.487484583,-1.250220402,-0.195855118
Esa Erävalo,Uusimaa,Kristillisdemokraatit,62,http://esaervalo.puheenvuoro.uusisuomi.fi,Tekniikan tohtori (väitellyt Intiassa aurinkoenergiasta),Kansalliskonservatiivit,0.606908106,-0.006383459,-1.355108984,-0.273585126
Johannes Haapalainen,Uusimaa,Kristillisdemokraatit,44,http://www.johannesehdokas.eu,Teologian maisteri,Kansalliskonservatiivit,0.575442815,-0.465129598,-0.719791083,-0.549195793
Auli Happonen,Uusimaa,Kristillisdemokraatit,51,http://www.auli.club,Keskitaso,Kansalliskonservatiivit,0.159617166,0.23858727,-1.212246879,-0.496968173
Jorma Harju,Uusimaa,Kristillisdemokraatit,41,http://www.jormaharju.com,KTM,Kansalliskonservatiivit,0.811555079,0.180891581,-0.802922739,0.581246085
Soili Haverinen,Uusimaa,Kristillisdemokraatit,38,http://www.soilihaverinen.fi,Teologian maisteri & tohtorikoulutettava,Oikeisto,1.34854614,-0.502440231,-0.768572068,-0.701546632
Ahti Hurmalainen,Uusimaa,Kristillisdemokraatit,54,,Yo & Kouvolan Liiketalalouden & Ulkomaankaupan Instituutti & MKT & JET,Kansalliskonservatiivit,1.048179341,0.589905761,0.196990129,-0.841131781
Kaarina Järvenpää,Uusimaa,Kristillisdemokraatit,62,,Lääketieteen lisensiaatti,Kansalliskonservatiivit,0.694021076,-0.536752276,-1.098910929,-1.208084244
Jouko Jääskeläinen,Uusimaa,Kristillisdemokraatit,63,http://www.joukojaaskelainen.com,Valtiotieteiden tohtori,Kansalliskonservatiivit,-0.004769911,-0.084061079,-1.959555648,0.286091803
Juha Kaunismaa,Uusimaa,Kristillisdemokraatit,77,http://www//jkaunismaa@gmail.com,tekn. lisensiaatti,Oikeisto,1.71801192,-0.585591085,-0.805177895,-0.547720986
Mikko Kiuttu,Uusimaa,Kristillisdemokraatit,32,http://www.mikkokiuttu.fi,Korkeakoulututkinto,Oikeisto,1.311389549,-0.733662842,-1.001758499,-1.470540848
Ina Kuula,Uusimaa,Kristillisdemokraatit,52,http://www,Yo & ammattikorkeakoulu,Kansalliskonservatiivit,0.45482274,-0.015845818,-1.680930592,0.424784745
Ester Laato,Uusimaa,Kristillisdemokraatit,27,http://www.esterlaato.fi,Humanististen tieteiden kandidaatti,Oikeisto,1.377534973,-0.12904966,-0.819801592,0.028488742
Antero Laukkanen,Uusimaa,Kristillisdemokraatit,56,http://www.anterolaukkanen.fi,Peruskoulu,Kansalliskonservatiivit,0.444386684,0.101475881,-1.062514677,-0.002346191
Kyllikki Malkki,Uusimaa,Kristillisdemokraatit,65,http://kyllinkyydissa.blogspot.fi/,Suurtaloustyönjohtaja,Kansalliskonservatiivit,0.234966484,0.281750818,-1.762171156,-0.913167268
Soili Norro,Uusimaa,Kristillisdemokraatit,46,http://www/soilinorro.blogspot.fi/,filosofian maisteri,Kansalliskonservatiivit,0.371066782,-0.063760323,-1.323711778,-0.053009363
Pentti Rönkkö,Uusimaa,Kristillisdemokraatit,57,http://www.penttironkko.com,MTi & Laajasalon Opisto tiedotusoppi & Helsingin yliopisto & avoin & tiedotusoppi &.,Kansalliskonservatiivit,0.142989869,0.104419832,-1.420085783,-0.598426566
Birgitta Silvennoinen,Uusimaa,Kristillisdemokraatit,59,,,Kansalliskonservatiivit,0.952725385,-0.418247601,-0.433817966,0.583428894
Janne Suuronen,Uusimaa,Kristillisdemokraatit,48,http://www.suuronen.info,,Oikeisto,0.966673007,0.296261816,0.100393234,-1.403787655
Reija Taupila,Uusimaa,Kristillisdemokraatit,39,http://www.reijataupila.fi,Ylioppilas & medianomi,Oikeisto,1.012920253,-0.40290582,-1.360661449,-0.352773581
Markku Tenhunen,Uusimaa,Kristillisdemokraatit,60,,ei akateemista loppututkintoa erilaisia koulutuspolkuja,Kansalliskonservatiivit,0.318684737,0.067984898,-0.879989922,-1.100796238
Tiina Tuomela,Uusimaa,Kristillisdemokraatit,54,http://tiinatuomela.weebly.com/,Lääketieteen ja kirurgian tohtori & lastentautien erikoislääkäri,Kansalliskonservatiivit,-0.001820116,0.600253291,-1.396183885,0.050079047
Linda Ahonen,Uusimaa,Keskusta,34,http://wwwlindaahonen.fi,Ylioppilas,Kansalliskonservatiivit,0.069098667,0.04289695,-0.139046787,-0.03319674
Marjut Frantsi-Lankia,Uusimaa,Keskusta,50,http://www.marjutfrantsilankia.ehdolla.fi,Yliopisto,Kansalliskonservatiivit,0.148675257,-0.355641189,-0.923944502,0.24032941
Antti Kaikkonen,Uusimaa,Keskusta,41,http://www.anttikaikkonen.fi,Valtiotieteiden kandidaatti,Kansalliskonservatiivit,0.516998328,-0.060997885,-0.503609479,0.170772817
Iikka Kantola,Uusimaa,Keskusta,26,http://www.ikantola.ehdolla.fi,,Kansalliskonservatiivit,0.04006618,0.879005711,-1.290049598,-0.025713146
Pirkko Karjalainen,Uusimaa,Keskusta,65,http://www.pirkkokarjalainen.fi,korkeakoulu & YTL,Kansalliskonservatiivit,0.029920671,-0.400943234,-0.744491,-0.77376309
Annmari Kemell,Uusimaa,Keskusta,38,http://www.ann-marikemell.fi,KTM & Oikeustieteen ylioppilas,Oikeisto,0.702908038,-0.788259019,0.141258889,0.520469389
Antti Kilpeläinen,Uusimaa,Keskusta,47,http://www.anttikilpelainen.fi,Alempi korkeakoulututkinto,Kansalliskonservatiivit,0.424572588,0.056478684,-0.804744802,0.243491123
Esa Kivivuori,Uusimaa,Keskusta,61,https://www.flickr.com/photos/esakivivuori/,Teknillinen korkeakoulu,Kansalliskonservatiivit,0.837623199,-0.370058397,-0.451474438,0.337711832
Lauri Kontro,Uusimaa,Keskusta,61,http://www.laurikontro.fi,ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.340493741,-0.206105459,-0.325574217,-0.685261231
Jyrki Kosonen,Uusimaa,Keskusta,54,http://kosonen.com,Ammattikorkeakoulu,Kansalliskonservatiivit,0.392996569,0.262681214,-0.503008998,0.767386236
Jasi Kuokkanen,Uusimaa,Keskusta,35,http://www.jasi.fi,Alempi korkeakoulututkinto,Kansalliskonservatiivit,0.71285972,0.421108005,-1.176850822,-0.483668747
Outi Lankia,Uusimaa,Keskusta,35,http://www.outilankia.fi,Ylempi korkeakoulututkinto & Ympäristötieteen FM,Oikeisto,0.939648135,-0.010030813,0.012970236,0.122160744
Jukka Lehtimäki,Uusimaa,Keskusta,36,http://www.jukkalehtimaki.fi,AMK,Kansalliskonservatiivit,0.304166039,1.035735375,0.230567576,-0.923653924
Olavi Merihaara,Uusimaa,Keskusta,48,http://www.olavimerihaara.com,ylioppilas & ammattikorkeakoulu,Kansalliskonservatiivit,0.7681588,-0.457246053,-0.195801101,-0.234362925
Sari Metsäkivi,Uusimaa,Keskusta,47,http://www.sarimetsakivi.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,-0.025027939,0.166492748,-0.00509201,-0.062810426
Seppo Mäkinen,Uusimaa,Keskusta,62,http://www.seppomakinen.wordpress.com,Korkeakoulututkinto,Oikeisto,0.92501877,-0.109112361,-0.357089448,-0.191565329
Nina Naskali,Uusimaa,Keskusta,43,http://www.ninanaskali.fi,yo-merkonomi,Oikeisto,0.79223939,-0.309917345,0.318954326,-0.125115861
Alpo Rusi,Uusimaa,Keskusta,65,http://www.alporusi.fi,valt.tohtori,Oikeisto,0.953372038,-0.43302403,-0.189283121,0.112470097
Joonas Salmi,Uusimaa,Keskusta,26,http://www.joonassalmi.com,Ylioppilas / Tradenomi opinnot kesken,Kansalliskonservatiivit,-0.0032605,0.383509972,0.933797685,-0.239819641
Mariitta Savolainen,Uusimaa,Keskusta,,,,Kansalliskonservatiivit,0.41763769,-0.185285224,-0.338688531,-1.040409349
Seppo Särkiniemi,Uusimaa,Keskusta,57,http://www.sarkiniemi.fi,Maisteri,Kansalliskonservatiivit,0.721615762,-0.086999543,-0.602980897,0.002494325
Juhani Tihveräinen,Uusimaa,Keskusta,62,http://www.juhanitihverainen.wordpress.com,Rakennusmestari,Kansalliskonservatiivit,0.141819801,1.354309403,-0.422399109,-0.390980254
Matti Vanhanen,Uusimaa,Keskusta,59,http://www.vanhanen.ehdolla.fi,Valtiotieteiden maisteri,Oikeisto,1.219510284,-0.71937051,0.098177842,-0.727393274
Eerikki Viljanen,Uusimaa,Keskusta,39,http://www.eerikki.fi,mmyo,Kansalliskonservatiivit,0.262668136,0.406588104,-0.131383239,-1.121579588
Päivi Viro,Uusimaa,Keskusta,38,http://www.paiviviro.fi,alempi korkeakoulututkinto,Viherliberaalit,-0.19497802,-0.984606256,-1.183223306,0.515878228
Jukka Ahlgren,Uusimaa,Kokoomus,57,,Keskikoulu,Kansalliskonservatiivit,0.291400019,1.405771617,0.048523181,-0.87167477
Jan Edelmann,Uusimaa,Kokoomus,38,http://www.janedelmann.fi,kauppatieteiden tohtori,Oikeisto,2.089984815,-0.938092871,1.056405984,-1.268091332
Elias Erämaja,Uusimaa,Kokoomus,27,http://www.eliaseramaja.fi,Ekonomisti,Oikeisto,1.563463206,-0.951826709,1.753464214,-0.139762563
Petri Graeffe,Uusimaa,Kokoomus,46,http://www.petrigraeffe.fi,valt. yo,Oikeisto,1.903622477,-0.857549717,0.790327254,-0.961895553
Anna Helin,Uusimaa,Kokoomus,53,http://www.annahelin.fi,Kasvatustieteiden maisteri,Oikeisto,1.81974144,-0.778627059,1.135170681,-0.792382941
Atte Kaleva,Uusimaa,Kokoomus,36,http://www.attekaleva.fi,Sotatieteiden maisteri,Oikeisto,1.538211167,-0.54566524,0.53434001,-0.634457326
Pia Kauma,Uusimaa,Kokoomus,48,http://www.piakauma.fi,Kauppatieteiden maisteri,Oikeisto,1.295363667,-0.139837475,0.570089058,-1.419485654
Laura Kiijärvi,Uusimaa,Kokoomus,26,http://www.kiijarvi.fi,Ylempi korkeakoulututkinto/Arkkitehti,Oikeisto,1.458226599,-1.000327981,1.50585212,0.341139236
Anne Knaster,Uusimaa,Kokoomus,56,http://www.anneknaster.fi,MBA & sairaanhoitaja & ylioppilasmerkonomi,Oikeisto,1.469953367,-0.96315092,0.360957903,-0.340132893
Ari Konttas,Uusimaa,Kokoomus,52,http://www.arikonttas.fi,Ylempi korkeakoulututkinto,Oikeisto,1.762026658,0.222957643,0.011978147,-1.737223542
Mia Laiho,Uusimaa,Kokoomus,45,http://www.mialaiho.net,Lääketieteen tohtori & erikoislääkäri &eMBA,Oikeisto,1.13955337,-0.325236784,0.367954596,-0.381226999
Eero Lehti,Uusimaa,Kokoomus,70,http://www.eerolehti.fi,VTM,Oikeisto,1.550720974,0.024213144,-0.40635038,-1.747703714
Elina Lepomäki,Uusimaa,Kokoomus,33,http://www.lepomaki.net,diplomi-insinööri & kauppatieteiden maisteri,Oikeisto,2.01029059,-0.28434044,1.560215153,-1.359848382
Kai Mykkänen,Uusimaa,Kokoomus,35,http://www.kaimykkanen.fi,ylempi korkeakoulututkinto & ekonomisti,Oikeisto,1.104903788,-1.027277051,1.238094666,-0.081914877
Ari Mäkelä,Uusimaa,Kokoomus,52,http://www.arimakela.fi,Peruskoulu & L-A ammattitutkinto,Oikeisto,1.202261014,-0.209434569,-0.237717118,-1.020277504
Outi Mäkelä,Uusimaa,Kokoomus,40,http://www.outimakela.com,Kauppatieteiden maisteri,Oikeisto,1.310051053,-0.219777533,0.736013255,-0.575471604
Tapani Mäkinen,Uusimaa,Kokoomus,50,http://www.tapanimakinen.com,Opisto,Oikeisto,1.809636088,-1.101064079,0.129433221,0.028977832
Marika Niemi,Uusimaa,Kokoomus,46,http://www.marikaniemi.fi,korkea-aste,Oikeisto,1.333172644,0.26876666,0.400791816,-0.88316259
Carita Orlando,Uusimaa,Kokoomus,44,http://www.caritaorlando.fi,Yo-merkonomi & restonomi (amk),Oikeisto,1.507174454,-0.974562221,0.513289328,-0.166252646
Ann-Mari Patshijew,Uusimaa,Kokoomus,43,http://www.ami2015.fi,Keskiaste,Oikeisto,2.013489807,-0.390465026,0.906368038,-0.915606703
Ruut Sjöblom,Uusimaa,Kokoomus,38,http://www.ruutsjoblom.fi,Korkeakoulututkinto,Oikeisto,0.939025634,-0.800619048,0.003017164,0.148580611
Alexander Stubb,Uusimaa,Kokoomus,47,http://www.alexstubb.com,Tutkijakoulutus (Filosofian tohtori),Oikeisto,1.379008307,-1.042439194,0.577608858,-0.204758338
Tuija Sundberg,Uusimaa,Kokoomus,41,http://www.tuijasundberg.com,Ylin korkea-aste & lisensiaatti,Oikeisto,1.592554648,-0.42463754,0.079877468,-0.700450754
Kari Tolvanen,Uusimaa,Kokoomus,53,http://www.karitolvanen.fi,poliisipäällystön tutkinto & yo.,Oikeisto,0.965463566,0.127575564,0.141003995,-1.30197996
Perttu Tuomaala,Uusimaa,Kokoomus,42,http://www.perttutuomaala.fi,Diplomi-insinööri,Oikeisto,1.69218039,-0.381226573,0.833409271,-0.337109405
Raija Vahasalo,Uusimaa,Kokoomus,53,http://www.vahasalo.fi,KM & ylempi korkeakoulututkinto,Oikeisto,1.339170151,-0.028195971,-0.207108406,-0.527433181
Heikki Vestman,Uusimaa,Kokoomus,30,http://www.heikkivestman.fi,OTM (Helsingin yliopisto),Oikeisto,1.531737506,-0.670019671,0.69041844,-1.000394188
Henrik Vuornos,Uusimaa,Kokoomus,21,http://www.henrikvuornos.fi,Valtiotieteen ylioppilas,Oikeisto,1.458857465,-0.921261035,1.474203376,-0.086244575
Mia Välimäki,Uusimaa,Kokoomus,29,http://www.miavalimaki.fi,Ylempi korkeakoulututkinto,Oikeisto,1.029672753,-0.696114809,0.731672114,0.362698628
Kyuu Eturautti,Uusimaa,Muutos 2011,35,http://www.kyuu.org/,Itseoppinut,Oikeisto,1.010596275,0.571726966,2.10601329,-1.231573029
James Hirvisaari,Uusimaa,Muutos 2011,54,http://www.hirvisaari.fi,teol. yo,Kansalliskonservatiivit,1.042435179,1.889190227,-0.028530148,-1.0782633
Richard Järnefelt,Uusimaa,Muutos 2011,51,http://www.touche.bz,ylempi korkeakoulututkinto (TM),Kansalliskonservatiivit,0.037649997,1.093831635,0.390307079,-0.693738865
Marjukka Kaakkola,Uusimaa,Muutos 2011,53,http://www.marjukkakaakkola.com,Ylioppilas & sairaanhoitaja AMK,Kansalliskonservatiivit,0.597899537,2.176222814,0.060282291,0.054485099
